word,pos,hindi
Overshadowed,adjective,प्रभावहीन कर दिया गया
Immense,adjective,विशाल
Portray,verb,चित्रित करना
Vacation,noun,छुट्टी
Flaunt,verb,दिखावा करना
Peer pressure,noun,साथियों का दबाव
Consumerism,noun,उपभोक्तावाद
Commercialization,noun,व्यावसायीकरण
Façade,noun,ऊपरी दिखावा
Anxiety,noun,चिंता
Quinquennial,adjective,पांच वर्षीय
Salutary,adjective,लाभदायक
Evaluation,noun,मूल्यांकन
Scarce,adjective,दुर्लभ
Demonetisation,noun,विमुद्रीकरण
Revamp,verb,फिर से बनाना
Enlarged,adjective,विस्तृत
Representativeness,noun,प्रतिनिधित्व
Align (to),verb,समायोजित करना
Statistics,noun,आंकड़े
Methodology,noun,पद्धति
Non-negotiable,adjective,अपरिवर्तनीय
Worrisome,adjective,चिंताजनक
Pertain (to),verb,से संबंधित होना
Path-breaking,adjective,अभूतपूर्व
Baulk,verb,हिचकिचाना
Hesitate,verb,हिचकिचाना
Genome sequence,noun,जीनोम अनुक्रम
Assured,adjective,आश्वस्त
Disagreement,noun,असहमति
Reminiscent (of),adjective,की याद दिलाने वाला
Turn the spotlight on,phrase,ध्यान केंद्रित करना
Inequitable,adjective,अन्यायपूर्ण
To the fore,phrase,"आगे, सामने"
Stockpile,verb,भंडार जमा करना
Sort out,phrasal verb,सुलझाना
Centre around,phrasal verb,केंद्रित होना
Know-how,noun,तकनीकी ज्ञान
Greenlight,noun,मंजूरी देना
Decarbonisation,noun,कार्बन उत्सर्जन में कमी
Roll out,phrasal verb,शुरू करना
Integrated,adjective,एकीकृत
Green transition,noun,हरित बदलाव
Power,verb,"ऊर्जा, शक्ति"
Equip,verb,सुसज्जित करना
Resource-adequacy,adjective,संसाधन पर्याप्तता
Viability,noun,व्यवहार्यता
Discom,noun,बिजली वितरण कंपनी
Unviable,adjective,अव्यवहार्य
Efficient,adjective,कुशल
Formidable,adjective,"दुर्जेय, कठिन"
Jeopardise,verb,खतरे में डालना
Index of Industrial Production (IIP),noun,औद्योगिक उत्पादन सूचकांक
Dip,noun,गिरावट
Barometer,noun,संकेतक
Cyclically,adverb,चक्रीय रूप से
Lag,verb,पिछड़ना
Degrowth,noun,नकारात्मक विकास
Consumer non-durable,noun,अल्पकालिक उपभोक्ता वस्तुएं
Contrast,verb,तुलना करना
Consumer durable,noun,टिकाऊ उपभोक्ता वस्तुएं
Lingering,adjective,बना रहने वाला
Food inflation,noun,खाद्य मुद्रास्फीति
Retail inflation,noun,खुदरा मुद्रास्फीति
Impetus,noun,प्रोत्साहन
Quadruple,verb,चार गुना
Fortify,verb,मजबूत करना
Chorus,verb,एक स्वर में कहना
Tech-savvy,adjective,तकनीक में दक्ष
Lament,verb,शोक व्यक्त करना
Follow one’s example,phrase,अनुसरण करना
Set an example,phrase,उदाहरण प्रस्तुत करना
Storm off,phrasal verb,गुस्से में चले जाना
Bedridden,adjective,बिस्तर पर पड़ा
Engross in,phrasal verb,में लीन
Frantically,adverb,बेतहाशा
In unison,phrase,"एक साथ, तालमेल से"
Promptly,adverb,तुरंत
Pull out,phrasal verb,निकाल लेना
Snatch,verb,छीन लेना
Restrain,verb,रोकना
Occupy,verb,कब्जा करना
Displaced,adjective,विस्थापित
Siege,noun,घेराबंदी
Dire,adjective,"गंभीर, भयावह"
Reservist,noun,आरक्षित सैनिक
Reduce to rubble,phrase,मलबे में बदल देना
Makeshift,adjective,अस्थायी
Assault,noun,हमला
Passively,adverb,निष्क्रिय रूप से
Callous,adjective,निर्दयी
Inhumane,adjective,अमानवीय
Consistent,adjective,सुसंगत
Empty out,phrasal verb,खाली करना
Carte blanche,noun,पूर्ण स्वतंत्रता
Restraint,noun,संयम
Grave,adjective,गंभीर
Withdrawal,noun,वापसी
Hand over,phrasal verb,सौंप देना
Pull-back,noun,वापसी
Resumption,noun,पुनरारंभ
Deal a blow,phrase,नुकसान पहुँचाना
Moral,noun,नैतिक
Displacement,noun,विस्थापन
Cordial,adjective,सौहार्दपूर्ण
Meaningless,adjective,अर्थहीन
Brotherhood,noun,भाईचारा
Reassert,verb,फिर से जोर देना
Expropriation,noun,जबरन अधिग्रहण
Hijacking,adjective,अपहरण
Ponder over,phrasal verb,गहराई से सोचना
Treacherously,adverb,विश्वासघात से
Desirous,adjective,इच्छुक
Offer lip service,phrase,केवल दिखावटी समर्थन देना
Altar,noun,वेदी
Denounce,verb,निंदा करना
Pass key,noun,मास्टर चाबी
Rob (of),verb,छीन लेना
Perilous,adjective,खतरनाक
Wrenching,adjective,हृदयविदारक
Stereotypical,adjective,रूढ़िवादी
Conception,noun,धारणा
Comprehend,verb,समझना
Humankind,noun,मानव जाति
Long,verb,तरसना
Judaism,noun,यहूदी धर्म
Beat their swords into ploughshares,noun,युद्ध को शांति में बदलना
Spear,noun,भाला
Pruning hooks,noun,छंटाई के हुक
Pillar,noun,स्तंभ
Social order,noun,सामाजिक व्यवस्था
Uncharted,adjective,"अज्ञात, अन्वेषित न किया गया"
On the eve of,phrase,की पूर्व संध्या पर
Baton,noun,जिम्मेदारी सौंपना
Leap of faith,phrase,बिना प्रमाण के भरोसा करना
Cast a shadow on,phrase,छाया डालना
Ace,adjective,माहिर खिलाड़ी
Trump card,noun,निर्णायक पत्ता
Consternation,noun,घबराहट
Camp,noun,"गुट, शिविर"
Find one’s feet,phrase,स्थिरता पाना
Depleted,adjective,समाप्त
Plug gap,phrasal verb,कमी पूरी करना
Carry out,phrasal verb,पूरा करना
Tentatively,adverb,अस्थायी रूप से
Disbursement,noun,वितरण
Put together,phrasal verb,"एकत्र करना, तैयार करना"
Underestimation,noun,कम आकलन
Criticise,verb,आलोचना करना
National Account,noun,राष्ट्रीय लेखा
Poverty,noun,गरीबी
Inequality,noun,असमानता
Contend (with),verb,निपटना
Accrue,verb,जमा होना
Extent,noun,सीमा तक
Granular,adjective,"सूक्ष्म, विस्तृत"
Assist,verb,सहायता करना
Descendant,noun,वंशज
Parameter,noun,मापदंड
Exploration,noun,अन्वेषण
Facet,noun,पहलू
Eight Core Industries,noun,आठ प्रमुख उद्योग
Weight,noun,"भार, महत्व"
Comprise (of),verb,शामिल होना
The Index of Industrial Production (IIP),noun,औद्योगिक उत्पादन सूचकांक
Ingredient,noun,घटक
Preceding,adjective,पूर्ववर्ती
Clock,verb,दर्ज करना
Noteworthy,adjective,उल्लेखनीय
Ensuing,adjective,परिणामी
Impairment,noun,"क्षति, दुर्बलता"
Sharpness,noun,तीक्ष्णता
Cause,noun,कारण
Unlikely,adjective,असंभावित
Dial down,phrasal verb,कम करना
Watch out,phrasal verb,सावधान रहना
Place,verb,स्थान
Range,verb,"सीमा, दायरा"
Central (to),adjective,केंद्रीय
